Epoch, Train_loss, Val_loss, SSIM, MSE, MAE
1, 0.14480646415190263, 0.13075333833694458, 0.12976917624473572, 0.13075333833694458, 0.3168201744556427
2, 0.1281637264923616, 0.08940644562244415, 0.11713159829378128, 0.08940644562244415, 0.2594703137874603
3, 0.10748767500573939, 0.07637877762317657, 0.11369301378726959, 0.07637877762317657, 0.2400602102279663
4, 0.10353745831684633, 0.09573394060134888, 0.12326274067163467, 0.09573394060134888, 0.2922515571117401
5, 0.10126318660649386, 0.0918208658695221, 0.13692699372768402, 0.0918208658695221, 0.28580835461616516
6, 0.09943005307154222, 0.09061592072248459, 0.15124766528606415, 0.09061592072248459, 0.2850378155708313
7, 0.09777948328039864, 0.08745179325342178, 0.16234102845191956, 0.08745179325342178, 0.27847760915756226
8, 0.09624333950606259, 0.09435059875249863, 0.17545081675052643, 0.09435059875249863, 0.29414060711860657
9, 0.09490349983627146, 0.09039810299873352, 0.18256790935993195, 0.09039810299873352, 0.28671935200691223
10, 0.09374238049442118, 0.08702576160430908, 0.19230827689170837, 0.08702576160430908, 0.28014910221099854
11, 0.09253564355048266, 0.09097427874803543, 0.19605183601379395, 0.09097427874803543, 0.2888420820236206
12, 0.09138549105687575, 0.09244067221879959, 0.1996341496706009, 0.09244067221879959, 0.2922768294811249
13, 0.09025382887233388, 0.08329162746667862, 0.2102154642343521, 0.08329162746667862, 0.27436867356300354
14, 0.08924885785037821, 0.08867928385734558, 0.21375371515750885, 0.08867928385734558, 0.2858268618583679
15, 0.08816045956178145, 0.08497065305709839, 0.21816395223140717, 0.08497065305709839, 0.2788410186767578
16, 0.08714542429555547, 0.08492519706487656, 0.22278714179992676, 0.08492519706487656, 0.27942392230033875
17, 0.08614810908382589, 0.08503999561071396, 0.22505174577236176, 0.08503999561071396, 0.2797237038612366
18, 0.08512314016168768, 0.08205052465200424, 0.23520326614379883, 0.08205052465200424, 0.2740515470504761
19, 0.08424645838412372, 0.08214326947927475, 0.2360841929912567, 0.08214326947927475, 0.27459269762039185
20, 0.08329436169429259, 0.08284423500299454, 0.23739030957221985, 0.08284423500299454, 0.2763548493385315
21, 0.0823344267227433, 0.07965949177742004, 0.24218158423900604, 0.07965949177742004, 0.2698218524456024
22, 0.08151480785825035, 0.07796043902635574, 0.24499738216400146, 0.07796043902635574, 0.26653003692626953
23, 0.080559003488584, 0.07925853133201599, 0.24856220185756683, 0.07925853133201599, 0.26974382996559143
24, 0.0796737477183342, 0.07819143682718277, 0.25053614377975464, 0.07819143682718277, 0.2680680751800537
25, 0.07897091887213967, 0.08025486022233963, 0.2513345777988434, 0.08025486022233963, 0.27246105670928955
26, 0.0780234701254151, 0.07595609128475189, 0.2571474611759186, 0.07595609128475189, 0.263499915599823
