Epoch, Train_loss, Val_loss, SSIM, MSE, MAE
1, 0.14764546318487687, 0.132058784365654, 0.11243574321269989, 0.132058784365654, 0.3174261748790741
2, 0.1400096430019899, 0.12069237977266312, 0.10527114570140839, 0.12069237977266312, 0.3018110990524292
3, 0.12041574730114503, 0.07740149646997452, 0.1293295919895172, 0.07740149646997452, 0.24272289872169495
4, 0.10484048412604766, 0.07355087250471115, 0.13069255650043488, 0.07355087250471115, 0.2367919534444809
5, 0.10183167105371302, 0.07790330797433853, 0.12514415383338928, 0.07790330797433853, 0.2558334767818451
6, 0.09963001514023001, 0.09200625121593475, 0.1520959883928299, 0.09200625121593475, 0.28765878081321716
7, 0.09770863747054881, 0.09121955186128616, 0.16649676859378815, 0.09121955186128616, 0.28796541690826416
8, 0.09597871005535126, 0.09248211234807968, 0.17995961010456085, 0.09248211234807968, 0.2908969521522522
9, 0.09455429302020506, 0.08813080191612244, 0.19075392186641693, 0.08813080191612244, 0.28287431597709656
10, 0.09318897412581877, 0.08881715685129166, 0.2018977254629135, 0.08881715685129166, 0.2845757007598877
11, 0.09179572286930951, 0.09056515991687775, 0.20608021318912506, 0.09056515991687775, 0.28895387053489685
12, 0.09063153280453248, 0.08955278992652893, 0.2173549383878708, 0.08955278992652893, 0.2877524495124817
13, 0.08945088955489072, 0.086455799639225, 0.22218379378318787, 0.086455799639225, 0.28198954463005066
14, 0.08827911723743785, 0.08744392544031143, 0.22654752433300018, 0.08744392544031143, 0.2841827869415283
15, 0.08730879805304788, 0.08603662252426147, 0.23271839320659637, 0.08603662252426147, 0.28135812282562256
16, 0.08625159778378226, 0.08509159833192825, 0.2366463840007782, 0.08509159833192825, 0.2803889811038971
17, 0.08517937809228897, 0.08397594839334488, 0.24431639909744263, 0.08397594839334488, 0.27849626541137695
18, 0.08417517231269316, 0.0827522799372673, 0.24633921682834625, 0.0827522799372673, 0.27640482783317566
19, 0.0833253492008556, 0.08365020900964737, 0.2519817352294922, 0.08365020900964737, 0.27806249260902405
20, 0.08234859271482987, 0.08129489421844482, 0.25755608081817627, 0.08129489421844482, 0.274008184671402
21, 0.08144915483214639, 0.07967067509889603, 0.2602970600128174, 0.07967067509889603, 0.27086761593818665
22, 0.08054351616989483, 0.0783831775188446, 0.2589198052883148, 0.0783831775188446, 0.2687700092792511
23, 0.07963903952728618, 0.07708912342786789, 0.2641580402851105, 0.07708912342786789, 0.2659424841403961
24, 0.07880315604535017, 0.07650753110647202, 0.26858213543891907, 0.07650753110647202, 0.26494139432907104
25, 0.07800582877614282, 0.07597435265779495, 0.2717925012111664, 0.07597435265779495, 0.26444560289382935
26, 0.07716739800843325, 0.07723978906869888, 0.2689046561717987, 0.07723978906869888, 0.26723548769950867
27, 0.07633784670721401, 0.07678642868995667, 0.2726897597312927, 0.07678642868995667, 0.26603183150291443
28, 0.07555348548022184, 0.07461048662662506, 0.2769031524658203, 0.07461048662662506, 0.2619619071483612
29, 0.0747566671534018, 0.07594026625156403, 0.2770340144634247, 0.07594026625156403, 0.26508164405822754
30, 0.07394499020142989, 0.07317857444286346, 0.27857065200805664, 0.07317857444286346, 0.2590518593788147
31, 0.07323036397045309, 0.0732298344373703, 0.2812255024909973, 0.0732298344373703, 0.2598252296447754
32, 0.07247887592424046, 0.07138246297836304, 0.28057488799095154, 0.07138246297836304, 0.25595903396606445
33, 0.07178469584746794, 0.07198403775691986, 0.2825981676578522, 0.07198403775691986, 0.2573883533477783
34, 0.07108206830241463, 0.07100051641464233, 0.2858145833015442, 0.07100051641464233, 0.2552468776702881
35, 0.07034737305207686, 0.07081994414329529, 0.28416329622268677, 0.07081994414329529, 0.25543108582496643
36, 0.06963463940403679, 0.06929413229227066, 0.2908271253108978, 0.06929413229227066, 0.2510639429092407
37, 0.06891009983691303, 0.06922244280576706, 0.2866024672985077, 0.06922244280576706, 0.2516721785068512
