Case_ID, Slide_ID, mae, mse, ssim, anomaly
5266205, 1, 0.09249494969844818, 0.032032761722803116, 0.7458793520927429, 0.0
5266205, 2, 0.1000308096408844, 0.036632586270570755, 0.7315274477005005, 0.0
5266205, 3, 0.10217069834470749, 0.037761930376291275, 0.7249802947044373, 0.0
5266205, 4, 0.10449700057506561, 0.03926645219326019, 0.7214381098747253, 0.0
5266205, 5, 0.10502398014068604, 0.03975369781255722, 0.7208909392356873, 0.0
5266205, 6, 0.10379596799612045, 0.03921615332365036, 0.719444215297699, 0.0
5266205, 7, 0.10530503839254379, 0.039964284747838974, 0.7203865647315979, 0.0
5266205, 8, 0.1054348349571228, 0.04021591693162918, 0.7197949886322021, 0.0
5266205, 9, 0.10596632212400436, 0.04058302938938141, 0.7154034376144409, 0.0
5266205, 10, 0.1031671017408371, 0.03892689570784569, 0.7178407907485962, 0.0
5266205, 11, 0.10212679952383041, 0.037666283547878265, 0.7264500856399536, 0.0
5266205, 12, 0.10142093151807785, 0.03690344840288162, 0.7326916456222534, 0.0
5266205, 13, 0.09837672859430313, 0.03489523008465767, 0.7373225092887878, 0.0
5266205, 14, 0.09750684350728989, 0.03428453207015991, 0.7383037209510803, 0.0
5266205, 15, 0.09836531430482864, 0.03448065370321274, 0.740678071975708, 0.0
5266205, 16, 0.10099977254867554, 0.03599436208605766, 0.7381829023361206, 0.0
5266205, 17, 0.1013767272233963, 0.03626411035656929, 0.7383394837379456, 0.0
5266205, 18, 0.0988323986530304, 0.03494415804743767, 0.734948456287384, 0.0
5266205, 19, 0.09404037892818451, 0.03234729915857315, 0.7468251585960388, 0.0
5266205, 20, 0.09030909836292267, 0.03061063401401043, 0.7605936527252197, 0.0
5266205, 21, 0.08788949251174927, 0.029599102213978767, 0.7669543623924255, 0.0
5266205, 22, 0.08474842458963394, 0.02806256338953972, 0.7666130065917969, 0.0
5266205, 23, 0.08137240260839462, 0.026491845026612282, 0.7708466053009033, 0.0
5266205, 24, 0.07652141153812408, 0.02385723777115345, 0.7764661908149719, 0.0
5266205, 25, 0.07195679098367691, 0.021549025550484657, 0.7882717847824097, 0.0
5266205, 26, 0.07080861181020737, 0.020410317927598953, 0.7927809953689575, 0.0
5266205, 27, 0.07036177068948746, 0.02026522532105446, 0.7906430959701538, 0.0
5266205, 28, 0.06722722202539444, 0.01912021078169346, 0.7938175797462463, 0.0
5266205, 29, 0.0642760694026947, 0.01818167045712471, 0.7946129441261292, 0.0
5266205, 30, 0.06111631914973259, 0.01777081936597824, 0.7908463478088379, 0.0
5110047, 1, 0.08082360029220581, 0.025337379425764084, 0.7701543569564819, 0.0
5110047, 2, 0.08394220471382141, 0.026981037110090256, 0.7700561285018921, 0.0
5110047, 3, 0.08602801710367203, 0.02805926837027073, 0.7630539536476135, 0.0
5110047, 4, 0.08569011092185974, 0.027848277240991592, 0.7629824876785278, 0.0
5110047, 5, 0.08406367897987366, 0.027070552110671997, 0.7617442607879639, 0.0
5110047, 6, 0.08387069404125214, 0.026849009096622467, 0.7652601599693298, 0.0
5110047, 7, 0.08202889561653137, 0.02579748071730137, 0.7711606621742249, 0.0
5110047, 8, 0.08248547464609146, 0.02589735947549343, 0.7758098244667053, 0.0
5110047, 9, 0.08296102285385132, 0.026176035404205322, 0.7787642478942871, 0.0
5110047, 10, 0.08345989882946014, 0.02649470418691635, 0.7804080843925476, 0.0
5110047, 11, 0.08251868933439255, 0.026148440316319466, 0.7818447947502136, 0.0
5110047, 12, 0.08041635900735855, 0.025243839249014854, 0.7831553816795349, 0.0
5110047, 13, 0.07853348553180695, 0.024343719705939293, 0.7788496613502502, 0.0
5110047, 14, 0.07722511887550354, 0.02370726317167282, 0.7816343307495117, 0.0
5110047, 15, 0.07606297731399536, 0.022908810526132584, 0.7924982309341431, 0.0
5110047, 16, 0.07251614332199097, 0.021058708429336548, 0.7985447645187378, 0.0
5110047, 17, 0.06928692758083344, 0.01988206058740616, 0.802643358707428, 0.0
5110047, 18, 0.06599490344524384, 0.018933476880192757, 0.8030937314033508, 0.0
5110047, 19, 0.06183731183409691, 0.01750846579670906, 0.8119951486587524, 0.0
5110047, 20, 0.06086070090532303, 0.017894186079502106, 0.8063724637031555, 0.0
5110047, 21, 0.05888178199529648, 0.01685047335922718, 0.8069508075714111, 0.0
5110047, 22, 0.05632885545492172, 0.01598029024899006, 0.8088784217834473, 0.0
5110047, 23, 0.05463899299502373, 0.015796279534697533, 0.8096991181373596, 0.0
5110047, 24, 0.05185766890645027, 0.014216138049960136, 0.8144370913505554, 0.0
5110047, 25, 0.04842331260442734, 0.01287714671343565, 0.8176382184028625, 0.0
5110047, 26, 0.04732286185026169, 0.012783873826265335, 0.8179519176483154, 0.0
5110047, 27, 0.04644833132624626, 0.01282964926213026, 0.8197274804115295, 0.0
5110047, 28, 0.04491090029478073, 0.012353629805147648, 0.8221135139465332, 0.0
