Epoch, Train_loss, Val_loss, SSIM, MSE, MAE
1, 0.13406698606712253, 0.019778480753302574, 0.0891258716583252, 0.019778480753302574, 0.08303792029619217
2, 0.015598110691978457, 0.0121541079133749, 0.3415304720401764, 0.0121541079133749, 0.054680220782756805
3, 0.01305066880382348, 0.009961429052054882, 0.5190420746803284, 0.009961429052054882, 0.04607400670647621
4, 0.011615332195971998, 0.008799323812127113, 0.5780070424079895, 0.008799323812127113, 0.042485762387514114
5, 0.01052661640034837, 0.008285214193165302, 0.6230032444000244, 0.008285214193165302, 0.04082025960087776
6, 0.009598632345341467, 0.007419065572321415, 0.6636826395988464, 0.007419065572321415, 0.038110408931970596
7, 0.008850501946053293, 0.007064111530780792, 0.726198673248291, 0.007064111530780792, 0.036079034209251404
8, 0.008195785824521377, 0.007218424696475267, 0.6935359835624695, 0.007218424696475267, 0.037235599011182785
9, 0.007674226704450173, 0.006542659364640713, 0.756479799747467, 0.006542659364640713, 0.03405006602406502
10, 0.007209458407326535, 0.006365474779158831, 0.7743375897407532, 0.006365474779158831, 0.03340233117341995
11, 0.006757245629660465, 0.0064629982225596905, 0.7798585891723633, 0.0064629982225596905, 0.033428821712732315
12, 0.006407980920755835, 0.006254795007407665, 0.7980708479881287, 0.006254795007407665, 0.03234871104359627
13, 0.006045323069113793, 0.006342574488371611, 0.7942054867744446, 0.006342574488371611, 0.032910723239183426
14, 0.005794200095967456, 0.005992436315864325, 0.8032393455505371, 0.005992436315864325, 0.03151881322264671
15, 0.005545641752360968, 0.005964881274849176, 0.8010280728340149, 0.005964881274849176, 0.03153148293495178
16, 0.005295970669889636, 0.005806962493807077, 0.8099223375320435, 0.005806962493807077, 0.030942318961024284
17, 0.005097530851292126, 0.0057708569802343845, 0.8074098229408264, 0.0057708569802343845, 0.03086559660732746
18, 0.004941062099393902, 0.005717528518289328, 0.8059070110321045, 0.005717528518289328, 0.03077848255634308
19, 0.004745565634443643, 0.005720288958400488, 0.8036122918128967, 0.005720288958400488, 0.030886296182870865
20, 0.004604819392268524, 0.005663310643285513, 0.8133956789970398, 0.005663310643285513, 0.03036785125732422
21, 0.004481531608332858, 0.0057213688269257545, 0.8033750653266907, 0.0057213688269257545, 0.031028028577566147
22, 0.004281789117880415, 0.0055986731313169, 0.8135585188865662, 0.0055986731313169, 0.030247626826167107
23, 0.004152432678971422, 0.005640061106532812, 0.8159331679344177, 0.005640061106532812, 0.030299469828605652
24, 0.004072471071172808, 0.00548543268814683, 0.8174995183944702, 0.00548543268814683, 0.0298148300498724
25, 0.003960699969278782, 0.005654182750731707, 0.8161103129386902, 0.005654182750731707, 0.03046610951423645
26, 0.0038296198160454415, 0.005465801805257797, 0.8164176344871521, 0.005465801805257797, 0.029860375449061394
27, 0.0037340943063230536, 0.005460435524582863, 0.8164390325546265, 0.005460435524582863, 0.029799476265907288
28, 0.003661241069877226, 0.005421060137450695, 0.818617045879364, 0.005421060137450695, 0.02957352064549923
29, 0.0036101067899926855, 0.005398085806518793, 0.8182468414306641, 0.005398085806518793, 0.029590751975774765
30, 0.0034503590083863746, 0.005452143959701061, 0.8163451552391052, 0.005452143959701061, 0.02991487830877304
31, 0.0034271265083754606, 0.005455066915601492, 0.816150426864624, 0.005455066915601492, 0.029763182625174522
32, 0.003340426356750028, 0.005455133970826864, 0.8199524879455566, 0.005455133970826864, 0.02971029095351696
33, 0.003273365896587309, 0.005677619483321905, 0.8192335963249207, 0.005677619483321905, 0.030410293489694595
34, 0.003198829676140474, 0.005467813927680254, 0.81634122133255, 0.005467813927680254, 0.029752373695373535
35, 0.0031840071754984595, 0.005398675799369812, 0.8203891515731812, 0.005398675799369812, 0.02951641008257866
36, 0.0031291291353840863, 0.005279467906802893, 0.8181732296943665, 0.005279467906802893, 0.029270455241203308
37, 0.0030232480160098827, 0.0053557963110506535, 0.8216022253036499, 0.0053557963110506535, 0.0294276624917984
38, 0.0030224576768460884, 0.00527369836345315, 0.8178331255912781, 0.00527369836345315, 0.029283931478857994
39, 0.0029501727204012313, 0.005300865508615971, 0.8205729722976685, 0.005300865508615971, 0.029370402917265892
40, 0.0029058116989468703, 0.005284011363983154, 0.8196340203285217, 0.005284011363983154, 0.029257234185934067
