Epoch, Train_loss, Val_loss, SSIM, MSE, MAE
1, 51.18873270208185, 46.898353576660156, 0.5270187854766846, 0.08102794736623764, 0.13620099425315857
2, 31.04220820340243, 27.360206604003906, 0.519448459148407, 0.7199386358261108, 0.25511497259140015
3, 26.230455814708364, 25.262399673461914, 0.5145232677459717, 0.8100214600563049, 0.25430604815483093
4, 23.398124833540482, 22.929344177246094, 0.5222445726394653, 0.811008632183075, 0.24603775143623352
5, 21.49392003146085, 21.676950454711914, 0.5232341885566711, 0.8133977055549622, 0.2439209371805191
6, 20.16767543445934, 20.61629295349121, 0.5267835855484009, 0.8159732818603516, 0.24183043837547302
7, 19.096450250799005, 19.952791213989258, 0.5279645919799805, 0.8371374011039734, 0.2429807186126709
8, 18.294865902987393, 19.426124572753906, 0.5275585651397705, 0.8013537526130676, 0.23979943990707397
9, 17.603507024591618, 18.519493103027344, 0.5324233770370483, 0.7570673227310181, 0.2339964359998703
10, 17.04654593034224, 18.431324005126953, 0.5340010523796082, 0.8010128736495972, 0.23784895241260529
11, 16.529368088462135, 18.368574142456055, 0.528980016708374, 0.7998709082603455, 0.23999804258346558
12, 16.0975453636863, 17.694040298461914, 0.5339275598526001, 0.7527334690093994, 0.2344309538602829
13, 15.69861063523726, 17.592594146728516, 0.5304549932479858, 0.7335555553436279, 0.23373854160308838
14, 15.289583310213956, 16.967098236083984, 0.5335488319396973, 0.6831572651863098, 0.23115086555480957
15, 14.845408907803622, 16.470998764038086, 0.5366116762161255, 0.5832375288009644, 0.22065171599388123
16, 14.37716867273504, 16.145444869995117, 0.5395485758781433, 0.5716548562049866, 0.21876506507396698
17, 13.976151119578969, 15.792276382446289, 0.5413406491279602, 0.5058099627494812, 0.21276363730430603
18, 13.668064429543236, 15.574897766113281, 0.5326582789421082, 0.4522407054901123, 0.20798729360103607
19, 13.377488309686834, 15.193603515625, 0.5508837699890137, 0.428677499294281, 0.20146265625953674
20, 13.123342045870695, 15.44495964050293, 0.5411134362220764, 0.4173322916030884, 0.20383304357528687
21, 12.913452477888628, 15.012239456176758, 0.5382211208343506, 0.40922385454177856, 0.2021043598651886
22, 12.71062218059193, 14.878939628601074, 0.5458369851112366, 0.3714035749435425, 0.1974840611219406
23, 12.497009381380948, 14.950182914733887, 0.543359637260437, 0.3536049723625183, 0.19618521630764008
24, 12.299863902005283, 14.538869857788086, 0.5453543066978455, 0.36541691422462463, 0.19845986366271973
25, 12.136928020824085, 14.345483779907227, 0.5458022356033325, 0.3610517382621765, 0.19832327961921692
26, 11.968953826210715, 14.396873474121094, 0.5468832850456238, 0.3528013527393341, 0.1961890310049057
27, 11.854390855269, 14.161394119262695, 0.548300564289093, 0.33686718344688416, 0.19415056705474854
28, 11.69435749053955, 14.245260238647461, 0.546045184135437, 0.34048908948898315, 0.195244699716568
29, 11.607891637628729, 14.167724609375, 0.5466968417167664, 0.34377509355545044, 0.1957569420337677
30, 11.49965574091131, 13.959599494934082, 0.5491785407066345, 0.3274528980255127, 0.1925017088651657
31, 11.3588567386974, 13.846638679504395, 0.5486363172531128, 0.33094140887260437, 0.1943075805902481
32, 11.254438972473144, 14.004717826843262, 0.5389875173568726, 0.3222915828227997, 0.19496111571788788
33, 11.17310636693781, 13.671659469604492, 0.5517372488975525, 0.3244166970252991, 0.19270695745944977
34, 11.088041270862925, 13.573451042175293, 0.5510850548744202, 0.3085986077785492, 0.19146305322647095
35, 10.991411555897106, 13.530719757080078, 0.5507581830024719, 0.2983451783657074, 0.1901794672012329
36, 10.924211259321734, 13.489020347595215, 0.5491557717323303, 0.3092316687107086, 0.1932947188615799
37, 10.834896209023215, 13.528160095214844, 0.5519627928733826, 0.30941241979599, 0.1921110600233078
38, 10.764829202131791, 13.423699378967285, 0.5506284236907959, 0.3063826262950897, 0.19192363321781158
39, 10.68324335271662, 13.559646606445312, 0.5514523983001709, 0.29134631156921387, 0.18890435993671417
40, 10.625899817726829, 13.294257164001465, 0.551439642906189, 0.2863123118877411, 0.190156951546669
41, 10.536862321333452, 13.312053680419922, 0.5505358576774597, 0.28057557344436646, 0.18850548565387726
42, 10.46677268635143, 13.196616172790527, 0.5518320798873901, 0.2951672673225403, 0.19127625226974487
43, 10.404536524685946, 13.251348495483398, 0.5527138113975525, 0.2770727872848511, 0.18720781803131104
44, 10.338190512223678, 13.077807426452637, 0.5530923008918762, 0.2801036536693573, 0.18856516480445862
45, 10.284823330965908, 13.129697799682617, 0.5551109313964844, 0.2643049955368042, 0.1847815066576004
46, 10.231266645951704, 13.149932861328125, 0.552848219871521, 0.26314443349838257, 0.18479996919631958
47, 10.164057558233088, 12.98398494720459, 0.554165244102478, 0.26617860794067383, 0.18583403527736664
48, 10.091189419139516, 13.099496841430664, 0.5512659549713135, 0.2640492618083954, 0.18655873835086823
49, 10.029462450200862, 13.00694465637207, 0.5468205809593201, 0.25108861923217773, 0.18361417949199677
50, 9.974391573125667, 13.081149101257324, 0.5530527234077454, 0.24381276965141296, 0.1815720796585083
51, 9.907940396395597, 12.837388038635254, 0.5528535842895508, 0.2708509564399719, 0.18889275193214417
52, 9.866299663890493, 12.796503067016602, 0.5547055006027222, 0.2595688998699188, 0.18566899001598358
53, 9.817660470442338, 12.618371963500977, 0.5565099120140076, 0.2523408830165863, 0.18390388786792755
54, 9.760697555541991, 12.691235542297363, 0.5554625988006592, 0.25265559554100037, 0.18471448123455048
55, 9.695683704723011, 12.745173454284668, 0.5553299188613892, 0.24256598949432373, 0.1827649176120758
56, 9.664469649574974, 12.61551570892334, 0.5463576912879944, 0.24513950943946838, 0.18512405455112457
57, 9.615240547873757, 12.576680183410645, 0.5550550222396851, 0.2308172881603241, 0.18144363164901733
58, 9.563668649846857, 12.721015930175781, 0.5551400184631348, 0.23150205612182617, 0.18090176582336426
59, 9.509969433871182, 12.49466323852539, 0.5542943477630615, 0.24391178786754608, 0.1856847107410431
60, 9.446323828263717, 12.639315605163574, 0.5562343001365662, 0.23077334463596344, 0.18082189559936523
61, 9.412076412547718, 12.537012100219727, 0.5553327798843384, 0.23825512826442719, 0.18443332612514496
62, 9.369732770052822, 12.422402381896973, 0.555408239364624, 0.22842629253864288, 0.18249666690826416
63, 9.33465616052801, 12.486074447631836, 0.553594172000885, 0.23356953263282776, 0.18425419926643372
64, 9.262482036243785, 12.512060165405273, 0.5516989231109619, 0.2338239699602127, 0.1856580376625061
65, 9.220585771040483, 12.398612022399902, 0.5569829344749451, 0.21228961646556854, 0.17900541424751282
66, 9.17419381575151, 12.380459785461426, 0.5544110536575317, 0.2242475301027298, 0.18302495777606964
67, 9.109864581714977, 12.05185604095459, 0.5619446039199829, 0.21744872629642487, 0.17905181646347046
68, 9.057161643288353, 12.204960823059082, 0.5580388903617859, 0.21044579148292542, 0.1802198588848114
69, 9.02463224584406, 12.217873573303223, 0.5487759709358215, 0.21024002134799957, 0.18102385103702545
70, 8.9868483283303, 12.159022331237793, 0.555103600025177, 0.21573427319526672, 0.18285752832889557
71, 8.934235399419611, 12.222018241882324, 0.5470750331878662, 0.20239822566509247, 0.18050146102905273
72, 8.911727766557174, 12.322802543640137, 0.556711733341217, 0.1827312409877777, 0.1735507994890213
73, 8.831548049233177, 12.185464859008789, 0.5555763244628906, 0.20008932054042816, 0.18006186187267303
74, 8.77497685172341, 12.073970794677734, 0.5577678680419922, 0.18282321095466614, 0.1749676913022995
