Epoch, Train_loss, Val_loss, SSIM, MSE, MAE
1, 0.1433487354354425, 0.11067801713943481, 0.057569943368434906, 0.11067801713943481, 0.30405697226524353
2, 0.12056304961442947, 0.11583402752876282, 0.07668799161911011, 0.11583402752876282, 0.3205583393573761
3, 0.11381726102395491, 0.10908958315849304, 0.10943925380706787, 0.10908958315849304, 0.31248173117637634
4, 0.1106694216077978, 0.10586778819561005, 0.12854968011379242, 0.10586778819561005, 0.30877575278282166
5, 0.10866459052671086, 0.10383176803588867, 0.14112815260887146, 0.10383176803588867, 0.3058799207210541
6, 0.10698605193333192, 0.1019095852971077, 0.15289978682994843, 0.1019095852971077, 0.3029853403568268
7, 0.10546668835661628, 0.10204364359378815, 0.159933403134346, 0.10204364359378815, 0.30402249097824097
8, 0.10394607091491873, 0.10055278241634369, 0.1688869744539261, 0.10055278241634369, 0.30173417925834656
9, 0.10263311754573476, 0.09827853739261627, 0.17786630988121033, 0.09827853739261627, 0.29836663603782654
10, 0.10129022693092173, 0.09724032133817673, 0.1852857619524002, 0.09724032133817673, 0.2972499132156372
11, 0.10001732801849192, 0.09527447074651718, 0.19190508127212524, 0.09527447074651718, 0.29367005825042725
12, 0.0987821715799245, 0.09315767139196396, 0.19665400683879852, 0.09315767139196396, 0.29032567143440247
13, 0.097478748857975, 0.09497728943824768, 0.2021143138408661, 0.09497728943824768, 0.295024573802948
14, 0.09636114524169402, 0.09274748712778091, 0.2088989019393921, 0.09274748712778091, 0.29111340641975403
15, 0.09527857046235691, 0.09252707660198212, 0.21484412252902985, 0.09252707660198212, 0.29096719622612
16, 0.09415808807719837, 0.09181007742881775, 0.2189503163099289, 0.09181007742881775, 0.2904822826385498
17, 0.09313699995929545, 0.09257618337869644, 0.22314102947711945, 0.09257618337869644, 0.2921212613582611
18, 0.0921359736811031, 0.09119927138090134, 0.22492863237857819, 0.09119927138090134, 0.2898610830307007
19, 0.09113301499323412, 0.0906604453921318, 0.23162518441677094, 0.0906604453921318, 0.28955134749412537
20, 0.09017309234900908, 0.08880934864282608, 0.23623593151569366, 0.08880934864282608, 0.28604012727737427
21, 0.08914624886079268, 0.08802694082260132, 0.23847877979278564, 0.08802694082260132, 0.28495073318481445
22, 0.08825027983297001, 0.08552590012550354, 0.24222511053085327, 0.08552590012550354, 0.2799167335033417
23, 0.08734150420535694, 0.08539626747369766, 0.24721644818782806, 0.08539626747369766, 0.28027573227882385
24, 0.08641087426380678, 0.08517412841320038, 0.24669525027275085, 0.08517412841320038, 0.280242919921875
25, 0.08551702160726894, 0.08221156895160675, 0.2504180669784546, 0.08221156895160675, 0.27392226457595825
26, 0.08470817750150507, 0.0843261182308197, 0.2534146010875702, 0.0843261182308197, 0.2790967524051666
27, 0.08381428136066957, 0.08136387169361115, 0.2565024495124817, 0.08136387169361115, 0.27333468198776245
28, 0.08299376490441236, 0.08252227306365967, 0.2599445879459381, 0.08252227306365967, 0.2759189009666443
29, 0.08212045769799839, 0.08025749772787094, 0.2632085978984833, 0.08025749772787094, 0.2716362178325653
30, 0.08134264973076907, 0.08225277811288834, 0.2634660601615906, 0.08225277811288834, 0.2756795585155487
31, 0.0804987755688754, 0.08006243407726288, 0.2640327215194702, 0.08006243407726288, 0.2716837525367737
32, 0.07967300509864633, 0.0794423297047615, 0.2649202048778534, 0.0794423297047615, 0.2706657946109772
33, 0.0789377893913876, 0.07777289301156998, 0.27046263217926025, 0.07777289301156998, 0.2674475908279419
