Case_ID, Slide_ID, mae, mse, ssim
image_99, 1, 0.07372148334980011, 0.01626959629356861, 0.9985145926475525
image_99, 1, 0.12118363380432129, 0.02397136017680168, 1.9980509281158447
image_99, 1, 0.16546325385570526, 0.02987472340464592, 2.9976749420166016
image_99, 1, 0.2134568840265274, 0.03627319261431694, 3.997182846069336
image_99, 1, 0.25933346152305603, 0.04264909774065018, 4.996758937835693
image_99, 1, 0.30710339546203613, 0.04984306916594505, 5.996280670166016
image_99, 1, 0.39245304465293884, 0.07125511765480042, 6.994274139404297
image_99, 1, 0.47926539182662964, 0.09342378377914429, 7.992064952850342
image_99, 1, 0.5678515434265137, 0.11666251718997955, 8.989632606506348
image_99, 1, 0.6524104475975037, 0.13816089928150177, 9.987531661987305
image_99, 1, 0.7423994541168213, 0.16213271021842957, 10.985048294067383
image_99, 1, 0.8263017535209656, 0.18347731232643127, 11.983086585998535
image_99, 1, 0.91881263256073, 0.20870035886764526, 12.980398178100586
image_99, 1, 1.0062421560287476, 0.23101261258125305, 13.978120803833008
image_99, 1, 1.1140553951263428, 0.2635542154312134, 14.9741792678833
image_99, 1, 1.2221566438674927, 0.29653993248939514, 15.970295906066895
image_99, 1, 1.3184127807617188, 0.3229857385158539, 16.967449188232422
image_99, 1, 1.427081823348999, 0.35606181621551514, 17.963436126708984
image_99, 1, 1.529689073562622, 0.3856801688671112, 18.959835052490234
image_99, 1, 1.5812147855758667, 0.39420655369758606, 19.959247589111328
image_99, 1, 1.622291088104248, 0.3997042775154114, 20.95892333984375
image_99, 1, 1.6636247634887695, 0.4050544500350952, 21.95858383178711
image_99, 1, 1.7084691524505615, 0.41092127561569214, 22.95809555053711
image_99, 1, 1.753588318824768, 0.41683879494667053, 23.957561492919922
image_99, 1, 1.7957085371017456, 0.4221958816051483, 24.957143783569336
image_99, 1, 1.8377262353897095, 0.42731067538261414, 25.95673370361328
image_99, 1, 1.8783968687057495, 0.4320336878299713, 26.956398010253906
image_99, 1, 1.922716736793518, 0.4374746084213257, 27.95594024658203
image_99, 1, 1.9701939821243286, 0.44386377930641174, 28.955364227294922
image_99, 1, 2.029412031173706, 0.45418882369995117, 29.954330444335938
image_77, 2, 0.044748738408088684, 0.0062652816995978355, 0.999530553817749
image_77, 2, 0.08373311161994934, 0.01102821808308363, 1.9992457628250122
image_77, 2, 0.12870275974273682, 0.016951868310570717, 2.9988229274749756
image_77, 2, 0.1682392954826355, 0.02166995219886303, 3.9985320568084717
image_77, 2, 0.20602665841579437, 0.02612762339413166, 4.998264312744141
image_77, 2, 0.24760845303535461, 0.03168601542711258, 5.997925281524658
image_77, 2, 0.31558841466903687, 0.04614173620939255, 6.99677848815918
image_77, 2, 0.37284398078918457, 0.05706928297877312, 7.996145725250244
image_77, 2, 0.4296829402446747, 0.0678492933511734, 8.995546340942383
image_77, 2, 0.4927247166633606, 0.08037752658128738, 9.994702339172363
image_77, 2, 0.5534659624099731, 0.09182227402925491, 10.993936538696289
image_77, 2, 0.6148826479911804, 0.10337379574775696, 11.99314022064209
image_77, 2, 0.6827222108840942, 0.117096908390522, 12.992010116577148
image_77, 2, 0.7239483594894409, 0.12228900194168091, 13.991663932800293
image_77, 2, 0.7621535658836365, 0.12661100924015045, 14.991384506225586
image_77, 2, 0.8005865216255188, 0.1310170441865921, 15.991094589233398
image_77, 2, 0.8401696681976318, 0.1357821226119995, 16.990772247314453
image_77, 2, 0.8829333186149597, 0.14111953973770142, 17.99034881591797
image_77, 2, 0.9275204539299011, 0.146743044257164, 18.98986053466797
image_77, 2, 0.9633044004440308, 0.15041697025299072, 19.989620208740234
image_77, 2, 0.9984885454177856, 0.15411518514156342, 20.989389419555664
image_77, 2, 1.0329711437225342, 0.15762686729431152, 21.989181518554688
image_77, 2, 1.0680365562438965, 0.16122616827487946, 22.988962173461914
image_77, 2, 1.1034386157989502, 0.16493019461631775, 23.988754272460938
image_77, 2, 1.1396832466125488, 0.1687690019607544, 24.988521575927734
image_77, 2, 1.1757856607437134, 0.17256741225719452, 25.988285064697266
image_77, 2, 1.211077094078064, 0.1760541796684265, 26.98805809020996
image_77, 2, 1.246553659439087, 0.17966142296791077, 27.987838745117188
image_77, 2, 1.2836120128631592, 0.18364393711090088, 28.987579345703125
image_77, 2, 1.320975422859192, 0.18780238926410675, 29.98731231689453
image_150, 3, 0.10153065621852875, 0.02960904687643051, 0.9974951148033142
image_150, 3, 0.19162937998771667, 0.05343260616064072, 1.995753288269043
image_150, 3, 0.2716916799545288, 0.07317154854536057, 2.994479179382324
image_150, 3, 0.34880557656288147, 0.09154077619314194, 3.9933133125305176
image_150, 3, 0.414163202047348, 0.10503149777650833, 4.992481231689453
image_150, 3, 0.4900418519973755, 0.1235964372754097, 5.991404056549072
image_150, 3, 0.5755133628845215, 0.14663591980934143, 6.9900407791137695
image_150, 3, 0.673251748085022, 0.17540612816810608, 7.988063335418701
image_150, 3, 0.7461941242218018, 0.1931164562702179, 8.987032890319824
image_150, 3, 0.832922637462616, 0.21705426275730133, 9.985552787780762
image_150, 3, 0.9339078664779663, 0.24786637723445892, 10.983420372009277
image_150, 3, 1.0327562093734741, 0.2778099477291107, 11.981406211853027
image_150, 3, 1.1251356601715088, 0.3042120933532715, 12.979655265808105
image_150, 3, 1.1950469017028809, 0.3209339380264282, 13.978777885437012
image_150, 3, 1.2833253145217896, 0.3458593189716339, 14.97729206085205
